,GameID,Date,Team,Opponent,TeamGoals,OpponentGoals,Result,TeamShots,OpponentShots,TeamShotsonTarget,OpponentShotsonTarget,TeamFouls,OpponentFouls,TeamCorners,OpponentCorners,TeamYellowCards,OpponentYellowCards,TeamRedCards,OpponentRedCards,O2.5,U2.5,TeamWinOdds,DrawOdds,OpponentWinOdds,Venue,TeamELO,OpponentELO,ELODif
122,61,2000-09-23,Newcastle,Charlton,0,1,L,12,4,5,2,14,10,4,7,1,2,0,0,,,,,,Home,1726.67724609,1625.2935791,101.38366698999994
123,61,2000-09-23,Charlton,Newcastle,1,0,W,4,12,2,5,10,14,7,4,2,1,0,0,,,,,,Away,1625.2935791,1726.67724609,-101.38366698999994
124,62,2000-09-23,Man United,Chelsea,3,3,D,11,13,5,5,15,19,8,4,3,2,0,0,,,,,,Home,1943.97753906,1780.08776855,163.88977051000006
125,62,2000-09-23,Chelsea,Man United,3,3,D,13,11,5,5,19,15,4,8,2,3,0,0,,,,,,Away,1780.08776855,1943.97753906,-163.88977051000006
126,63,2000-09-23,Sunderland,Liverpool,1,1,D,8,11,3,6,18,14,3,12,2,2,0,0,,,,,,Away,1705.93200684,1783.58618164,-77.65417479999996
127,63,2000-09-23,Liverpool,Sunderland,1,1,D,11,8,6,3,14,18,12,3,2,2,0,0,,,,,,Home,1783.58618164,1705.93200684,77.65417479999996
128,64,2000-09-23,Ipswich,Arsenal,1,1,D,17,10,6,4,8,13,4,7,1,2,0,0,,,,,,Home,1651.83483887,1883.52783203,-231.6929931599998
129,64,2000-09-23,Arsenal,Ipswich,1,1,D,10,17,4,6,13,8,7,4,2,1,0,0,,,,,,Away,1883.52783203,1651.83483887,231.6929931599998
130,65,2000-09-23,Coventry,West Ham,0,3,L,9,12,2,10,12,11,5,6,0,1,0,0,,,,,,Home,1637.84338379,1676.80151367,-38.958129880000115
131,65,2000-09-23,West Ham,Coventry,3,0,W,12,9,10,2,11,12,6,5,1,0,0,0,,,,,,Away,1676.80151367,1637.84338379,38.958129880000115
132,66,2000-09-23,Derby,Leeds,1,1,D,13,16,7,6,17,15,7,4,2,2,1,0,,,,,,Home,1631.91760254,1781.20776367,-149.29016113000012
133,66,2000-09-23,Leeds,Derby,1,1,D,16,13,6,7,15,17,4,7,2,2,0,1,,,,,,Away,1781.20776367,1631.91760254,149.29016113000012
134,67,2000-09-23,Southampton,Bradford,1,0,W,6,14,4,6,18,14,5,7,1,3,0,0,,,,,,Away,1641.14929199,1598.49951172,42.64978026999984
135,67,2000-09-23,Bradford,Southampton,0,1,L,14,6,6,4,14,18,7,5,3,1,0,0,,,,,,Home,1598.49951172,1641.14929199,-42.64978026999984
136,68,2000-09-24,Leicester,Everton,1,1,D,10,9,4,3,14,13,9,3,3,1,0,0,,,,,,Home,1724.44177246,1689.72888184,34.71289062000005
137,68,2000-09-24,Everton,Leicester,1,1,D,9,10,3,4,13,14,3,9,1,3,0,0,,,,,,Away,1689.72888184,1724.44177246,-34.71289062000005
138,69,2000-09-30,Derby,Aston Villa,1,4,L,11,12,6,7,1,0,6,6,1,1,0,0,,,,,,Away,1621.06237793,1729.22131348,-108.15893555000002
139,69,2000-09-30,Aston Villa,Derby,4,1,W,12,11,7,6,0,1,6,6,1,1,0,0,,,,,,Home,1729.22131348,1621.06237793,108.15893555000002
140,70,2000-09-30,Tottenham,Leeds,3,4,L,10,14,5,7,20,11,4,6,2,0,0,0,,,,,,Away,1672.48913574,1775.39831543,-102.90917968999997
141,70,2000-09-30,Leeds,Tottenham,4,3,W,14,10,7,5,11,20,6,4,0,2,0,0,,,,,,Home,1775.39831543,1672.48913574,102.90917968999997
142,71,2000-09-30,Man City,Newcastle,0,1,L,9,15,7,9,16,12,10,8,0,1,0,0,,,,,,Home,1585.77856445,1701.45275879,-115.67419433999999
143,71,2000-09-30,Newcastle,Man City,1,0,W,15,9,9,7,12,16,8,10,1,0,0,0,,,,,,Away,1701.45275879,1585.77856445,115.67419433999999
144,72,2000-09-30,Middlesbrough,Southampton,3,1,W,7,16,5,8,22,6,6,6,2,2,0,0,,,,,,Away,1666.55712891,1637.28515625,29.271972660000074
145,72,2000-09-30,Southampton,Middlesbrough,1,3,L,16,7,8,5,6,22,6,6,2,2,0,0,,,,,,Home,1637.28515625,1666.55712891,-29.271972660000074
146,73,2000-09-30,Ipswich,Everton,3,0,W,9,7,7,3,5,6,1,4,0,1,0,0,,,,,,Away,1643.1295166,1680.05737305,-36.927856450000036
147,73,2000-09-30,Everton,Ipswich,0,3,L,7,9,3,7,6,5,4,1,1,0,0,0,,,,,,Home,1680.05737305,1643.1295166,36.927856450000036
148,74,2000-09-30,Bradford,West Ham,1,1,D,9,14,6,6,10,14,2,7,2,3,0,0,,,,,,Away,1576.86657715,1679.70715332,-102.84057617000008
149,74,2000-09-30,West Ham,Bradford,1,1,D,14,9,6,6,14,10,7,2,3,2,0,0,,,,,,Home,1679.70715332,1576.86657715,102.84057617000008
150,75,2000-09-30,Coventry,Charlton,2,2,D,10,12,6,8,16,8,6,6,2,1,0,0,,,,,,Away,1609.44055176,1625.02075195,-15.580200189999914
151,75,2000-09-30,Charlton,Coventry,2,2,D,12,10,8,6,8,16,6,6,1,2,0,0,,,,,,Home,1625.02075195,1609.44055176,15.580200189999914
152,76,2000-10-01,Arsenal,Man United,1,0,W,7,13,5,4,18,17,3,11,2,3,0,0,,,,,,Home,1874.67602539,1911.11071777,-36.434692380000115
153,76,2000-10-01,Man United,Arsenal,0,1,L,13,7,4,5,17,18,11,3,3,2,0,0,,,,,,Away,1911.11071777,1874.67602539,36.434692380000115
154,77,2000-10-01,Leicester,Sunderland,0,0,D,8,11,2,5,8,12,2,6,1,3,0,0,,,,,,Away,1696.1809082,1697.49707031,-1.3161621100000502
155,77,2000-10-01,Sunderland,Leicester,0,0,D,11,8,5,2,12,8,6,2,3,1,0,0,,,,,,Home,1697.49707031,1696.1809082,1.3161621100000502
156,78,2000-10-01,Chelsea,Liverpool,3,0,W,11,10,5,2,14,14,3,1,1,1,0,0,,,,,,Home,1750.99267578,1766.23254395,-15.239868170000136
157,78,2000-10-01,Liverpool,Chelsea,0,3,L,10,11,2,5,14,14,1,3,1,1,0,0,,,,,,Away,1766.23254395,1750.99267578,15.239868170000136
158,79,2000-10-14,Everton,Southampton,1,1,D,7,7,3,4,16,13,9,8,1,3,0,0,,,,,,Home,1661.19873047,1624.42053223,36.778198240000165
159,79,2000-10-14,Southampton,Everton,1,1,D,7,7,4,3,13,16,8,9,3,1,0,0,,,,,,Away,1624.42053223,1661.19873047,-36.778198240000165
160,80,2000-10-14,Leeds,Charlton,3,1,W,22,10,10,8,7,9,8,5,0,1,0,0,,,,,,Home,1779.30358887,1622.43774414,156.86584473000016
161,80,2000-10-14,Charlton,Leeds,1,3,L,10,22,8,10,9,7,5,8,1,0,0,0,,,,,,Away,1622.43774414,1779.30358887,-156.86584473000016
162,81,2000-10-14,Man United,Leicester,3,0,W,16,10,5,4,11,8,7,6,0,0,0,0,,,,,,Away,1904.20446777,1698.29919434,205.90527343000008
