,week,day,Date,time,HomeTeam,home_xg,score,away_xg,AwayTeam,attendance,venue,Referee,match_report,notes,game_id,BbAv>2.5,BbAv<2.5,BbAvH,BbAvD,BbAvA,Venue
179,20,Sat,2024-02-03,,Wolfsburg,,,,Hoffenheim,,Volkswagen Arena,,,,,,,,,,Home
180,21,Sat,2024-02-10,,Augsburg,,,,RB Leipzig,,WWK Arena,,,,,,,,,,Home
181,21,Sat,2024-02-10,,Dortmund,,,,Freiburg,,Signal Iduna Park,,,,,,,,,,Home
182,21,Sat,2024-02-10,,Eint Frankfurt,,,,Bochum,,Deutsche Bank Park,,,,,,,,,,Home
183,21,Sat,2024-02-10,,Hoffenheim,,,,Köln,,PreZero Arena,,,,,,,,,,Home
184,21,Sat,2024-02-10,,Leverkusen,,,,Bayern Munich,,BayArena,,,,,,,,,,Home
185,21,Sat,2024-02-10,,M'Gladbach,,,,Darmstadt 98,,Stadion im Borussia-Park,,,,,,,,,,Home
186,21,Sat,2024-02-10,,Stuttgart,,,,Mainz 05,,MHPArena,,,,,,,,,,Home
187,21,Sat,2024-02-10,,Union Berlin,,,,Wolfsburg,,Stadion An der Alten Försterei,,,,,,,,,,Home
188,21,Sat,2024-02-10,,Werder Bremen,,,,Heidenheim,,Wohninvest Weserstadion,,,,,,,,,,Home
189,22,Sat,2024-02-17,,Bochum,,,,Bayern Munich,,Vonovia Ruhrstadion,,,,,,,,,,Home
190,22,Sat,2024-02-17,,Darmstadt 98,,,,Stuttgart,,Merck-Stadion am Böllenfalltor,,,,,,,,,,Home
191,22,Sat,2024-02-17,,Freiburg,,,,Eint Frankfurt,,Europa-Park Stadion,,,,,,,,,,Home
192,22,Sat,2024-02-17,,Heidenheim,,,,Leverkusen,,Voith-Arena,,,,,,,,,,Home
193,22,Sat,2024-02-17,,Hoffenheim,,,,Union Berlin,,PreZero Arena,,,,,,,,,,Home
194,22,Sat,2024-02-17,,Köln,,,,Werder Bremen,,RheinEnergieSTADION,,,,,,,,,,Home
195,22,Sat,2024-02-17,,Mainz 05,,,,Augsburg,,Mewa Arena,,,,,,,,,,Home
196,22,Sat,2024-02-17,,RB Leipzig,,,,M'Gladbach,,Red Bull Arena,,,,,,,,,,Home
197,22,Sat,2024-02-17,,Wolfsburg,,,,Dortmund,,Volkswagen Arena,,,,,,,,,,Home
198,23,Sat,2024-02-24,,Augsburg,,,,Freiburg,,WWK Arena,,,,,,,,,,Home
199,23,Sat,2024-02-24,,Bayern Munich,,,,RB Leipzig,,Allianz Arena,,,,,,,,,,Home
200,23,Sat,2024-02-24,,Dortmund,,,,Hoffenheim,,Signal Iduna Park,,,,,,,,,,Home
201,23,Sat,2024-02-24,,Eint Frankfurt,,,,Wolfsburg,,Deutsche Bank Park,,,,,,,,,,Home
202,23,Sat,2024-02-24,,Leverkusen,,,,Mainz 05,,BayArena,,,,,,,,,,Home
203,23,Sat,2024-02-24,,M'Gladbach,,,,Bochum,,Stadion im Borussia-Park,,,,,,,,,,Home
204,23,Sat,2024-02-24,,Stuttgart,,,,Köln,,MHPArena,,,,,,,,,,Home
205,23,Sat,2024-02-24,,Union Berlin,,,,Heidenheim,,Stadion An der Alten Försterei,,,,,,,,,,Home
206,23,Sat,2024-02-24,,Werder Bremen,,,,Darmstadt 98,,Wohninvest Weserstadion,,,,,,,,,,Home
207,24,Sat,2024-03-02,,Bochum,,,,RB Leipzig,,Vonovia Ruhrstadion,,,,,,,,,,Home
208,24,Sat,2024-03-02,,Darmstadt 98,,,,Augsburg,,Merck-Stadion am Böllenfalltor,,,,,,,,,,Home
209,24,Sat,2024-03-02,,Freiburg,,,,Bayern Munich,,Europa-Park Stadion,,,,,,,,,,Home
210,24,Sat,2024-03-02,,Heidenheim,,,,Eint Frankfurt,,Voith-Arena,,,,,,,,,,Home
211,24,Sat,2024-03-02,,Hoffenheim,,,,Werder Bremen,,PreZero Arena,,,,,,,,,,Home
212,24,Sat,2024-03-02,,Köln,,,,Leverkusen,,RheinEnergieSTADION,,,,,,,,,,Home
213,24,Sat,2024-03-02,,Mainz 05,,,,M'Gladbach,,Mewa Arena,,,,,,,,,,Home
214,24,Sat,2024-03-02,,Union Berlin,,,,Dortmund,,Stadion An der Alten Försterei,,,,,,,,,,Home
215,24,Sat,2024-03-02,,Wolfsburg,,,,Stuttgart,,Volkswagen Arena,,,,,,,,,,Home
216,25,Sat,2024-03-09,,Augsburg,,,,Heidenheim,,WWK Arena,,,,,,,,,,Home
217,25,Sat,2024-03-09,,Bayern Munich,,,,Mainz 05,,Allianz Arena,,,,,,,,,,Home
218,25,Sat,2024-03-09,,Bochum,,,,Freiburg,,Vonovia Ruhrstadion,,,,,,,,,,Home
219,25,Sat,2024-03-09,,Eint Frankfurt,,,,Hoffenheim,,Deutsche Bank Park,,,,,,,,,,Home
220,25,Sat,2024-03-09,,Leverkusen,,,,Wolfsburg,,BayArena,,,,,,,,,,Home
221,25,Sat,2024-03-09,,M'Gladbach,,,,Köln,,Stadion im Borussia-Park,,,,,,,,,,Home
222,25,Sat,2024-03-09,,RB Leipzig,,,,Darmstadt 98,,Red Bull Arena,,,,,,,,,,Home
223,25,Sat,2024-03-09,,Stuttgart,,,,Union Berlin,,MHPArena,,,,,,,,,,Home
224,25,Sat,2024-03-09,,Werder Bremen,,,,Dortmund,,Wohninvest Weserstadion,,,,,,,,,,Home
225,26,Sat,2024-03-16,,Darmstadt 98,,,,Bayern Munich,,Merck-Stadion am Böllenfalltor,,,,,,,,,,Home
226,26,Sat,2024-03-16,,Dortmund,,,,Eint Frankfurt,,Signal Iduna Park,,,,,,,,,,Home
227,26,Sat,2024-03-16,,Freiburg,,,,Leverkusen,,Europa-Park Stadion,,,,,,,,,,Home
228,26,Sat,2024-03-16,,Heidenheim,,,,M'Gladbach,,Voith-Arena,,,,,,,,,,Home
229,26,Sat,2024-03-16,,Hoffenheim,,,,Stuttgart,,PreZero Arena,,,,,,,,,,Home
230,26,Sat,2024-03-16,,Köln,,,,RB Leipzig,,RheinEnergieSTADION,,,,,,,,,,Home
231,26,Sat,2024-03-16,,Mainz 05,,,,Bochum,,Mewa Arena,,,,,,,,,,Home
232,26,Sat,2024-03-16,,Union Berlin,,,,Werder Bremen,,Stadion An der Alten Försterei,,,,,,,,,,Home
233,26,Sat,2024-03-16,,Wolfsburg,,,,Augsburg,,Volkswagen Arena,,,,,,,,,,Home
234,27,Sat,2024-03-30,,Augsburg,,,,Köln,,WWK Arena,,,,,,,,,,Home
235,27,Sat,2024-03-30,,Bayern Munich,,,,Dortmund,,Allianz Arena,,,,,,,,,,Home
236,27,Sat,2024-03-30,,Bochum,,,,Darmstadt 98,,Vonovia Ruhrstadion,,,,,,,,,,Home
237,27,Sat,2024-03-30,,Eint Frankfurt,,,,Union Berlin,,Deutsche Bank Park,,,,,,,,,,Home
238,27,Sat,2024-03-30,,Leverkusen,,,,Hoffenheim,,BayArena,,,,,,,,,,Home
239,27,Sat,2024-03-30,,M'Gladbach,,,,Freiburg,,Stadion im Borussia-Park,,,,,,,,,,Home
240,27,Sat,2024-03-30,,RB Leipzig,,,,Mainz 05,,Red Bull Arena,,,,,,,,,,Home
241,27,Sat,2024-03-30,,Stuttgart,,,,Heidenheim,,MHPArena,,,,,,,,,,Home
242,27,Sat,2024-03-30,,Werder Bremen,,,,Wolfsburg,,Wohninvest Weserstadion,,,,,,,,,,Home
243,28,Sat,2024-04-06,,Dortmund,,,,Stuttgart,,Signal Iduna Park,,,,,,,,,,Home
244,28,Sat,2024-04-06,,Eint Frankfurt,,,,Werder Bremen,,Deutsche Bank Park,,,,,,,,,,Home
245,28,Sat,2024-04-06,,Freiburg,,,,RB Leipzig,,Europa-Park Stadion,,,,,,,,,,Home
246,28,Sat,2024-04-06,,Heidenheim,,,,Bayern Munich,,Voith-Arena,,,,,,,,,,Home
247,28,Sat,2024-04-06,,Hoffenheim,,,,Augsburg,,PreZero Arena,,,,,,,,,,Home
248,28,Sat,2024-04-06,,Köln,,,,Bochum,,RheinEnergieSTADION,,,,,,,,,,Home
249,28,Sat,2024-04-06,,Mainz 05,,,,Darmstadt 98,,Mewa Arena,,,,,,,,,,Home
250,28,Sat,2024-04-06,,Union Berlin,,,,Leverkusen,,Stadion An der Alten Försterei,,,,,,,,,,Home
251,28,Sat,2024-04-06,,Wolfsburg,,,,M'Gladbach,,Volkswagen Arena,,,,,,,,,,Home
252,29,Sat,2024-04-13,,Augsburg,,,,Union Berlin,,WWK Arena,,,,,,,,,,Home
253,29,Sat,2024-04-13,,Bayern Munich,,,,Köln,,Allianz Arena,,,,,,,,,,Home
254,29,Sat,2024-04-13,,Bochum,,,,Heidenheim,,Vonovia Ruhrstadion,,,,,,,,,,Home
255,29,Sat,2024-04-13,,Darmstadt 98,,,,Freiburg,,Merck-Stadion am Böllenfalltor,,,,,,,,,,Home
256,29,Sat,2024-04-13,,Leverkusen,,,,Werder Bremen,,BayArena,,,,,,,,,,Home
257,29,Sat,2024-04-13,,M'Gladbach,,,,Dortmund,,Stadion im Borussia-Park,,,,,,,,,,Home
258,29,Sat,2024-04-13,,Mainz 05,,,,Hoffenheim,,Mewa Arena,,,,,,,,,,Home
259,29,Sat,2024-04-13,,RB Leipzig,,,,Wolfsburg,,Red Bull Arena,,,,,,,,,,Home
260,29,Sat,2024-04-13,,Stuttgart,,,,Eint Frankfurt,,MHPArena,,,,,,,,,,Home
261,30,Sat,2024-04-20,,Dortmund,,,,Leverkusen,,Signal Iduna Park,,,,,,,,,,Home
262,30,Sat,2024-04-20,,Eint Frankfurt,,,,Augsburg,,Deutsche Bank Park,,,,,,,,,,Home
263,30,Sat,2024-04-20,,Freiburg,,,,Mainz 05,,Europa-Park Stadion,,,,,,,,,,Home
264,30,Sat,2024-04-20,,Heidenheim,,,,RB Leipzig,,Voith-Arena,,,,,,,,,,Home
265,30,Sat,2024-04-20,,Hoffenheim,,,,M'Gladbach,,PreZero Arena,,,,,,,,,,Home
266,30,Sat,2024-04-20,,Köln,,,,Darmstadt 98,,RheinEnergieSTADION,,,,,,,,,,Home
267,30,Sat,2024-04-20,,Union Berlin,,,,Bayern Munich,,Stadion An der Alten Försterei,,,,,,,,,,Home
268,30,Sat,2024-04-20,,Werder Bremen,,,,Stuttgart,,Wohninvest Weserstadion,,,,,,,,,,Home
269,30,Sat,2024-04-20,,Wolfsburg,,,,Bochum,,Volkswagen Arena,,,,,,,,,,Home
270,31,Sat,2024-04-27,,Augsburg,,,,Werder Bremen,,WWK Arena,,,,,,,,,,Home
271,31,Sat,2024-04-27,,Bayern Munich,,,,Eint Frankfurt,,Allianz Arena,,,,,,,,,,Home
272,31,Sat,2024-04-27,,Bochum,,,,Hoffenheim,,Vonovia Ruhrstadion,,,,,,,,,,Home
273,31,Sat,2024-04-27,,Darmstadt 98,,,,Heidenheim,,Merck-Stadion am Böllenfalltor,,,,,,,,,,Home
274,31,Sat,2024-04-27,,Freiburg,,,,Wolfsburg,,Europa-Park Stadion,,,,,,,,,,Home
275,31,Sat,2024-04-27,,Leverkusen,,,,Stuttgart,,BayArena,,,,,,,,,,Home
276,31,Sat,2024-04-27,,M'Gladbach,,,,Union Berlin,,Stadion im Borussia-Park,,,,,,,,,,Home
277,31,Sat,2024-04-27,,Mainz 05,,,,Köln,,Mewa Arena,,,,,,,,,,Home
278,31,Sat,2024-04-27,,RB Leipzig,,,,Dortmund,,Red Bull Arena,,,,,,,,,,Home
279,32,Sat,2024-05-04,,Dortmund,,,,Augsburg,,Signal Iduna Park,,,,,,,,,,Home
280,32,Sat,2024-05-04,,Eint Frankfurt,,,,Leverkusen,,Deutsche Bank Park,,,,,,,,,,Home
281,32,Sat,2024-05-04,,Heidenheim,,,,Mainz 05,,Voith-Arena,,,,,,,,,,Home
282,32,Sat,2024-05-04,,Hoffenheim,,,,RB Leipzig,,PreZero Arena,,,,,,,,,,Home
283,32,Sat,2024-05-04,,Köln,,,,Freiburg,,RheinEnergieSTADION,,,,,,,,,,Home
284,32,Sat,2024-05-04,,Stuttgart,,,,Bayern Munich,,MHPArena,,,,,,,,,,Home
285,32,Sat,2024-05-04,,Union Berlin,,,,Bochum,,Stadion An der Alten Försterei,,,,,,,,,,Home
286,32,Sat,2024-05-04,,Werder Bremen,,,,M'Gladbach,,Wohninvest Weserstadion,,,,,,,,,,Home
287,32,Sat,2024-05-04,,Wolfsburg,,,,Darmstadt 98,,Volkswagen Arena,,,,,,,,,,Home
288,33,Sat,2024-05-11,,Augsburg,,,,Stuttgart,,WWK Arena,,,,,,,,,,Home
289,33,Sat,2024-05-11,,Bayern Munich,,,,Wolfsburg,,Allianz Arena,,,,,,,,,,Home
290,33,Sat,2024-05-11,,Bochum,,,,Leverkusen,,Vonovia Ruhrstadion,,,,,,,,,,Home
291,33,Sat,2024-05-11,,Darmstadt 98,,,,Hoffenheim,,Merck-Stadion am Böllenfalltor,,,,,,,,,,Home
292,33,Sat,2024-05-11,,Freiburg,,,,Heidenheim,,Europa-Park Stadion,,,,,,,,,,Home
293,33,Sat,2024-05-11,,Köln,,,,Union Berlin,,RheinEnergieSTADION,,,,,,,,,,Home
294,33,Sat,2024-05-11,,M'Gladbach,,,,Eint Frankfurt,,Stadion im Borussia-Park,,,,,,,,,,Home
295,33,Sat,2024-05-11,,Mainz 05,,,,Dortmund,,Mewa Arena,,,,,,,,,,Home
296,33,Sat,2024-05-11,,RB Leipzig,,,,Werder Bremen,,Red Bull Arena,,,,,,,,,,Home
297,34,Sat,2024-05-18,15:30,Dortmund,,,,Darmstadt 98,,Signal Iduna Park,,,,,,,,,,Home
298,34,Sat,2024-05-18,15:30,Eint Frankfurt,,,,RB Leipzig,,Deutsche Bank Park,,,,,,,,,,Home
299,34,Sat,2024-05-18,15:30,Heidenheim,,,,Köln,,Voith-Arena,,,,,,,,,,Home
300,34,Sat,2024-05-18,15:30,Hoffenheim,,,,Bayern Munich,,PreZero Arena,,,,,,,,,,Home
301,34,Sat,2024-05-18,15:30,Leverkusen,,,,Augsburg,,BayArena,,,,,,,,,,Home
302,34,Sat,2024-05-18,15:30,Stuttgart,,,,M'Gladbach,,MHPArena,,,,,,,,,,Home
303,34,Sat,2024-05-18,15:30,Union Berlin,,,,Freiburg,,Stadion An der Alten Försterei,,,,,,,,,,Home
304,34,Sat,2024-05-18,15:30,Werder Bremen,,,,Bochum,,Wohninvest Weserstadion,,,,,,,,,,Home
305,34,Sat,2024-05-18,15:30,Wolfsburg,,,,Mainz 05,,Volkswagen Arena,,,,,,,,,,Home
