,GameID,Date,Team,Opponent,TeamGoals,OpponentGoals,Result,TeamShots,OpponentShots,TeamShotsonTarget,OpponentShotsonTarget,TeamFouls,OpponentFouls,TeamCorners,OpponentCorners,TeamYellowCards,OpponentYellowCards,TeamRedCards,OpponentRedCards,O2.5,U2.5,TeamWinOdds,DrawOdds,OpponentWinOdds,Venue,TeamELO,OpponentELO,ELODif
28,16,2000-08-20,Koeln,Frankfurt,4,1,W,12.0,6.0,7.0,3.0,17.0,9.0,1.0,12.0,0.0,1.0,0.0,0.0,,,,,,Home,1577.76367188,1653.91711426,-76.15344238000012
29,16,2000-08-20,Frankfurt,Koeln,1,4,L,6.0,12.0,3.0,7.0,9.0,17.0,12.0,1.0,1.0,0.0,0.0,0.0,,,,,,Away,1653.91711426,1577.76367188,76.15344238000012
30,17,2000-08-20,Rostock,Schalke,0,4,L,17.0,16.0,6.0,11.0,12.0,10.0,5.0,4.0,2.0,3.0,1.0,0.0,,,,,,Home,1627.64428711,1632.30773926,-4.663452150000012
31,17,2000-08-20,Schalke,Rostock,4,0,W,16.0,17.0,11.0,6.0,10.0,12.0,4.0,5.0,3.0,2.0,0.0,1.0,,,,,,Away,1632.30773926,1627.64428711,4.663452150000012
32,18,2000-09-05,Cottbus,Schalke,0,3,L,5.0,15.0,3.0,12.0,13.0,16.0,2.0,5.0,4.0,0.0,0.0,0.0,,,,,,Away,1528.52380371,1649.51599121,-120.9921875
33,18,2000-09-05,Schalke,Cottbus,3,0,W,15.0,5.0,12.0,3.0,16.0,13.0,5.0,2.0,0.0,4.0,0.0,0.0,,,,,,Home,1649.51599121,1528.52380371,120.9921875
34,19,2000-09-05,Koeln,Freiburg,0,0,D,11.0,13.0,3.0,5.0,13.0,13.0,3.0,9.0,3.0,1.0,0.0,0.0,,,,,,Away,1587.47302246,1631.56213379,-44.08911132999992
35,19,2000-09-05,Freiburg,Koeln,0,0,D,13.0,11.0,5.0,3.0,13.0,13.0,9.0,3.0,1.0,3.0,0.0,0.0,,,,,,Home,1631.56213379,1587.47302246,44.08911132999992
36,20,2000-09-05,Stuttgart,Lautern,0,1,L,16.0,7.0,3.0,5.0,24.0,16.0,6.0,3.0,2.0,4.0,0.0,0.0,,,,,,Away,1653.91088867,1645.45556641,8.455322260000003
37,20,2000-09-05,Lautern,Stuttgart,1,0,W,7.0,16.0,5.0,3.0,16.0,24.0,3.0,6.0,4.0,2.0,0.0,0.0,,,,,,Home,1645.45556641,1653.91088867,-8.455322260000003
38,21,2000-09-05,Unterhaching,Leverkusen,0,1,L,0.0,17.0,0.0,8.0,29.0,21.0,0.0,8.0,2.0,5.0,1.0,0.0,,,,,,Away,1610.32556152,1806.62353516,-196.29797364
39,21,2000-09-05,Leverkusen,Unterhaching,1,0,W,17.0,0.0,8.0,0.0,21.0,29.0,8.0,0.0,5.0,2.0,0.0,1.0,,,,,,Home,1806.62353516,1610.32556152,196.29797364
40,22,2000-09-06,Bayern,Wolfsburg,3,1,W,16.0,15.0,8.0,9.0,16.0,19.0,11.0,5.0,0.0,3.0,0.0,0.0,,,,,,Home,1875.53259277,1673.0065918,202.52600097000004
41,22,2000-09-06,Wolfsburg,Bayern,1,3,L,15.0,16.0,9.0,8.0,19.0,16.0,5.0,11.0,3.0,0.0,0.0,0.0,,,,,,Away,1673.0065918,1875.53259277,-202.52600097000004
42,24,2000-09-06,Frankfurt,Rostock,4,0,W,6.0,12.0,5.0,3.0,16.0,13.0,3.0,5.0,3.0,3.0,1.0,1.0,,,,,,Home,1637.99743652,1604.22558594,33.77185058000009
43,24,2000-09-06,Rostock,Frankfurt,0,4,L,12.0,6.0,3.0,5.0,13.0,16.0,5.0,3.0,3.0,3.0,1.0,1.0,,,,,,Away,1604.22558594,1637.99743652,-33.77185058000009
44,25,2000-09-06,Hamburg,Werder,2,1,W,18.0,6.0,11.0,3.0,20.0,20.0,10.0,3.0,2.0,2.0,0.0,0.0,,,,,,Home,1700.56469727,1679.58459473,20.98010253999996
45,25,2000-09-06,Werder,Hamburg,1,2,L,6.0,18.0,3.0,11.0,20.0,20.0,3.0,10.0,2.0,2.0,0.0,0.0,,,,,,Away,1679.58459473,1700.56469727,-20.98010253999996
46,26,2000-09-06,Hertha,Bochum,4,0,W,21.0,8.0,6.0,1.0,13.0,8.0,3.0,6.0,0.0,2.0,0.0,0.0,,,,,,Home,1672.02587891,1591.23498535,80.79089356000009
47,26,2000-09-06,Bochum,Hertha,0,4,L,8.0,21.0,1.0,6.0,8.0,13.0,6.0,3.0,2.0,0.0,0.0,0.0,,,,,,Away,1591.23498535,1672.02587891,-80.79089356000009
48,27,2000-09-08,Lautern,Unterhaching,0,0,D,19.0,18.0,10.0,9.0,15.0,23.0,8.0,8.0,1.0,0.0,0.0,0.0,,,,,,Away,1651.10827637,1608.13305664,42.97521973000016
49,27,2000-09-08,Unterhaching,Lautern,0,0,D,18.0,19.0,9.0,10.0,23.0,15.0,8.0,8.0,0.0,1.0,0.0,0.0,,,,,,Home,1608.13305664,1651.10827637,-42.97521973000016
50,28,2000-09-09,Hertha,Wolfsburg,1,2,L,10.0,14.0,4.0,6.0,17.0,22.0,9.0,7.0,3.0,2.0,0.0,0.0,,,,,,Away,1679.73937988,1670.0871582,9.652221679999911
51,28,2000-09-09,Wolfsburg,Hertha,2,1,W,14.0,10.0,6.0,4.0,22.0,17.0,7.0,9.0,2.0,3.0,0.0,0.0,,,,,,Home,1670.0871582,1679.73937988,-9.652221679999911
52,29,2000-09-09,Dortmund,Werder,2,1,W,14.0,9.0,5.0,4.0,23.0,12.0,3.0,3.0,2.0,3.0,0.0,0.0,,,,,,Away,1652.88879395,1674.51318359,-21.62438963999989
53,29,2000-09-09,Werder,Dortmund,1,2,L,9.0,14.0,4.0,5.0,12.0,23.0,3.0,3.0,3.0,2.0,0.0,0.0,,,,,,Home,1674.51318359,1652.88879395,21.62438963999989
54,30,2000-09-09,Bochum,Hamburg,0,4,L,2.0,21.0,1.0,6.0,20.0,18.0,3.0,5.0,1.0,2.0,1.0,0.0,,,,,,Home,1583.52148438,1705.6361084,-122.11462402000006
55,30,2000-09-09,Hamburg,Bochum,4,0,W,21.0,2.0,6.0,1.0,18.0,20.0,5.0,3.0,2.0,1.0,0.0,1.0,,,,,,Away,1705.6361084,1583.52148438,122.11462402000006
56,31,2000-09-09,Leverkusen,Koeln,1,1,D,9.0,7.0,2.0,2.0,21.0,11.0,8.0,2.0,2.0,2.0,1.0,0.0,,,,,,Away,1808.81604004,1591.2869873,217.52905274
57,31,2000-09-09,Koeln,Leverkusen,1,1,D,7.0,9.0,2.0,2.0,11.0,21.0,2.0,8.0,2.0,2.0,0.0,1.0,,,,,,Home,1591.2869873,1808.81604004,-217.52905274
58,32,2000-09-09,Bayern,Stuttgart,1,2,L,9.0,8.0,2.0,5.0,21.0,18.0,3.0,6.0,3.0,3.0,0.0,0.0,,,,,,Away,1878.45202637,1648.25817871,230.19384766000007
59,32,2000-09-09,Stuttgart,Bayern,2,1,W,8.0,9.0,5.0,2.0,18.0,21.0,6.0,3.0,3.0,3.0,0.0,0.0,,,,,,Home,1648.25817871,1878.45202637,-230.19384766000007
60,34,2000-09-10,Frankfurt,Cottbus,0,2,L,10.0,17.0,2.0,9.0,15.0,15.0,2.0,8.0,4.0,2.0,0.0,0.0,,,,,,Away,1647.60241699,1522.98254395,124.6198730399999
61,34,2000-09-10,Cottbus,Frankfurt,2,0,W,17.0,10.0,9.0,2.0,15.0,15.0,8.0,2.0,2.0,4.0,0.0,0.0,,,,,,Home,1522.98254395,1647.60241699,-124.6198730399999
62,35,2000-09-10,Freiburg,Rostock,0,0,D,7.0,14.0,5.0,5.0,18.0,28.0,7.0,13.0,2.0,1.0,0.0,0.0,,,,,,Away,1627.74816895,1594.62060547,33.127563479999935
63,35,2000-09-10,Rostock,Freiburg,0,0,D,14.0,7.0,5.0,5.0,28.0,18.0,13.0,7.0,1.0,2.0,0.0,0.0,,,,,,Home,1594.62060547,1627.74816895,-33.127563479999935
64,36,2000-09-15,Koeln,Lautern,1,3,L,13.0,18.0,7.0,8.0,15.0,14.0,3.0,5.0,1.0,1.0,0.0,1.0,,,,,,Away,1589.12573242,1647.34509277,-58.21936034999999
65,36,2000-09-15,Lautern,Koeln,3,1,W,18.0,13.0,8.0,7.0,14.0,15.0,5.0,3.0,1.0,1.0,1.0,0.0,,,,,,Home,1647.34509277,1589.12573242,58.21936034999999
66,37,2000-09-16,Leverkusen,Rostock,1,2,L,26.0,5.0,9.0,1.0,19.0,21.0,14.0,4.0,2.0,2.0,0.0,0.0,,,,,,Home,1788.72058105,1587.33911133,201.38146972000004
67,37,2000-09-16,Rostock,Leverkusen,2,1,W,5.0,26.0,1.0,9.0,21.0,19.0,4.0,14.0,2.0,2.0,0.0,0.0,,,,,,Away,1587.33911133,1788.72058105,-201.38146972000004
68,38,2000-09-16,Dortmund,Hamburg,3,2,W,7.0,9.0,6.0,3.0,18.0,17.0,8.0,6.0,1.0,2.0,0.0,0.0,,,,,,Away,1658.26098633,1714.34692383,-56.0859375
69,38,2000-09-16,Hamburg,Dortmund,2,3,L,9.0,7.0,3.0,6.0,17.0,18.0,6.0,8.0,2.0,1.0,0.0,0.0,,,,,,Home,1714.34692383,1658.26098633,56.0859375
70,39,2000-09-16,Bochum,Wolfsburg,2,1,W,9.0,21.0,5.0,11.0,13.0,15.0,5.0,16.0,2.0,3.0,0.0,0.0,,,,,,Home,1563.99926758,1670.36987305,-106.3706054700001
71,39,2000-09-16,Wolfsburg,Bochum,1,2,L,21.0,9.0,11.0,5.0,15.0,13.0,16.0,5.0,3.0,2.0,0.0,0.0,,,,,,Away,1670.36987305,1563.99926758,106.3706054700001
72,41,2000-09-16,Unterhaching,Bayern,1,3,L,14.0,15.0,3.0,6.0,20.0,16.0,6.0,4.0,0.0,2.0,0.0,0.0,,,,,,Away,1601.0892334,1866.98522949,-265.8959960899999
73,41,2000-09-16,Bayern,Unterhaching,3,1,W,15.0,14.0,6.0,3.0,16.0,20.0,4.0,6.0,2.0,0.0,0.0,0.0,,,,,,Home,1866.98522949,1601.0892334,265.8959960899999
74,42,2000-09-16,Freiburg,Cottbus,4,1,W,20.0,7.0,10.0,2.0,17.0,9.0,7.0,3.0,1.0,1.0,0.0,0.0,,,,,,Home,1623.91369629,1529.57763672,94.33605956999986
75,42,2000-09-16,Cottbus,Freiburg,1,4,L,7.0,20.0,2.0,10.0,9.0,17.0,3.0,7.0,1.0,1.0,0.0,0.0,,,,,,Away,1529.57763672,1623.91369629,-94.33605956999986
76,43,2000-09-17,Stuttgart,Hertha,0,2,L,6.0,10.0,3.0,5.0,15.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,,Away,1654.74255371,1669.56860352,-14.826049809999859
77,43,2000-09-17,Hertha,Stuttgart,2,0,W,10.0,6.0,5.0,3.0,16.0,15.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,,Home,1669.56860352,1654.74255371,14.826049809999859
78,44,2000-09-17,Werder,Schalke,1,1,D,7.0,12.0,4.0,5.0,26.0,23.0,3.0,5.0,3.0,2.0,0.0,0.0,,,,,,Away,1646.93029785,1652.8458252,-5.915527350000048
79,44,2000-09-17,Schalke,Werder,1,1,D,12.0,7.0,5.0,4.0,23.0,26.0,5.0,3.0,2.0,3.0,0.0,0.0,,,,,,Home,1652.8458252,1646.93029785,5.915527350000048
80,46,2000-09-23,Koeln,Bayern,1,2,L,22.0,19.0,7.0,8.0,11.0,11.0,10.0,6.0,0.0,0.0,0.0,0.0,,,,,,Home,1584.58239746,1873.46032715,-288.87792969
81,46,2000-09-23,Bayern,Koeln,2,1,W,19.0,22.0,8.0,7.0,11.0,11.0,6.0,10.0,0.0,0.0,0.0,0.0,,,,,,Away,1873.46032715,1584.58239746,288.87792969
82,47,2000-09-23,Cottbus,Leverkusen,1,2,L,8.0,14.0,4.0,9.0,19.0,19.0,6.0,4.0,1.0,3.0,1.0,0.0,,,,,,Home,1524.70275879,1778.41662598,-253.71386718999997
83,47,2000-09-23,Leverkusen,Cottbus,2,1,W,14.0,8.0,9.0,4.0,19.0,19.0,4.0,6.0,3.0,1.0,0.0,1.0,,,,,,Away,1778.41662598,1524.70275879,253.71386718999997
84,48,2000-09-23,Schalke,Dortmund,4,0,W,8.0,10.0,4.0,3.0,14.0,17.0,4.0,7.0,2.0,2.0,0.0,0.0,,,,,,Away,1651.40307617,1671.53527832,-20.132202150000012
85,48,2000-09-23,Dortmund,Schalke,0,4,L,10.0,8.0,3.0,4.0,17.0,14.0,7.0,4.0,2.0,2.0,0.0,0.0,,,,,,Home,1671.53527832,1651.40307617,20.132202150000012
86,49,2000-09-23,Bochum,Stuttgart,1,1,D,8.0,16.0,3.0,5.0,16.0,14.0,2.0,11.0,2.0,4.0,0.0,0.0,,,,,,Away,1573.29333496,1648.66296387,-75.36962891000007
87,49,2000-09-23,Stuttgart,Bochum,1,1,D,16.0,8.0,5.0,3.0,14.0,16.0,11.0,2.0,4.0,2.0,0.0,0.0,,,,,,Home,1648.66296387,1573.29333496,75.36962891000007
88,50,2000-09-23,Hamburg,Wolfsburg,4,4,D,7.0,15.0,7.0,7.0,29.0,20.0,5.0,4.0,2.0,1.0,0.0,0.0,,,,,,Away,1701.69177246,1663.93994141,37.751831049999964
89,50,2000-09-23,Wolfsburg,Hamburg,4,4,D,15.0,7.0,7.0,7.0,20.0,29.0,4.0,5.0,1.0,2.0,0.0,0.0,,,,,,Home,1663.93994141,1701.69177246,-37.751831049999964
90,51,2000-09-23,Frankfurt,Werder,1,1,D,6.0,10.0,4.0,5.0,18.0,15.0,6.0,6.0,0.0,2.0,1.0,0.0,,,,,,Away,1637.87109375,1651.23718262,-13.366088870000112
91,51,2000-09-23,Werder,Frankfurt,1,1,D,10.0,6.0,5.0,4.0,15.0,18.0,6.0,6.0,2.0,0.0,0.0,1.0,,,,,,Home,1651.23718262,1637.87109375,13.366088870000112
92,52,2000-09-24,Rostock,Lautern,1,0,W,11.0,11.0,3.0,2.0,19.0,26.0,13.0,6.0,2.0,1.0,0.0,0.0,,,,,,Home,1603.26147461,1654.62133789,-51.3598632799999
93,52,2000-09-24,Lautern,Rostock,0,1,L,11.0,11.0,2.0,3.0,26.0,19.0,6.0,13.0,1.0,2.0,0.0,0.0,,,,,,Away,1654.62133789,1603.26147461,51.3598632799999
94,53,2000-09-24,Hertha,Unterhaching,2,5,L,12.0,8.0,4.0,6.0,10.0,10.0,5.0,7.0,2.0,1.0,0.0,0.0,,,,,,Away,1679.04504395,1600.42211914,78.62292481000009
95,53,2000-09-24,Unterhaching,Hertha,5,2,W,8.0,12.0,6.0,4.0,10.0,10.0,7.0,5.0,1.0,2.0,0.0,0.0,,,,,,Home,1600.42211914,1679.04504395,-78.62292481000009
96,54,2000-09-29,Dortmund,Frankfurt,1,1,D,12.0,10.0,4.0,5.0,11.0,7.0,6.0,4.0,3.0,2.0,0.0,0.0,,,,,,Away,1646.59924316,1638.45007324,8.149169920000077
97,54,2000-09-29,Frankfurt,Dortmund,1,1,D,10.0,12.0,5.0,4.0,7.0,11.0,4.0,6.0,2.0,3.0,0.0,0.0,,,,,,Home,1638.45007324,1646.59924316,-8.149169920000077
98,55,2000-09-30,Lautern,Cottbus,1,1,D,8.0,14.0,4.0,7.0,13.0,21.0,11.0,5.0,2.0,2.0,0.0,0.0,,,,,,Home,1645.34765625,1518.14172363,127.20593262000011
99,55,2000-09-30,Cottbus,Lautern,1,1,D,14.0,8.0,7.0,4.0,21.0,13.0,5.0,11.0,2.0,2.0,0.0,0.0,,,,,,Away,1518.14172363,1645.34765625,-127.20593262000011
100,57,2000-09-30,Koeln,Hertha,2,4,L,9.0,16.0,5.0,10.0,20.0,23.0,10.0,5.0,2.0,2.0,0.0,0.0,,,,,,Away,1578.69885254,1663.17089844,-84.47204590000001
101,57,2000-09-30,Hertha,Koeln,4,2,W,16.0,9.0,10.0,5.0,23.0,20.0,5.0,10.0,2.0,2.0,0.0,0.0,,,,,,Home,1663.17089844,1578.69885254,84.47204590000001
102,58,2000-09-30,Unterhaching,Bochum,0,3,L,3.0,12.0,1.0,7.0,11.0,16.0,5.0,9.0,1.0,3.0,0.0,0.0,,,,,,Away,1611.27246094,1575.38684082,35.885620119999885
103,58,2000-09-30,Bochum,Unterhaching,3,0,W,12.0,3.0,7.0,1.0,16.0,11.0,9.0,5.0,3.0,1.0,0.0,0.0,,,,,,Home,1575.38684082,1611.27246094,-35.885620119999885
104,59,2000-09-30,Bayern,Rostock,0,1,L,26.0,8.0,13.0,3.0,12.0,15.0,6.0,5.0,1.0,2.0,0.0,0.0,,,,,,Home,1865.66662598,1607.51147461,258.1551513699999
105,59,2000-09-30,Rostock,Bayern,1,0,W,8.0,26.0,3.0,13.0,15.0,12.0,5.0,6.0,2.0,1.0,0.0,0.0,,,,,,Away,1607.51147461,1865.66662598,-258.1551513699999
106,60,2000-09-30,Schalke,Hamburg,0,2,L,6.0,7.0,2.0,6.0,15.0,17.0,7.0,3.0,2.0,2.0,1.0,0.0,,,,,,Away,1671.31542969,1690.47814941,-19.16271972000004
107,60,2000-09-30,Hamburg,Schalke,2,0,W,7.0,6.0,6.0,2.0,17.0,15.0,3.0,7.0,2.0,2.0,0.0,1.0,,,,,,Home,1690.47814941,1671.31542969,19.16271972000004
108,61,2000-10-01,Werder,Freiburg,1,0,W,13.0,6.0,5.0,1.0,7.0,7.0,10.0,6.0,3.0,3.0,0.0,0.0,,,,,,Away,1661.17346191,1622.41479492,38.75866698999994
109,61,2000-10-01,Freiburg,Werder,0,1,L,6.0,13.0,1.0,5.0,7.0,7.0,6.0,10.0,3.0,3.0,0.0,0.0,,,,,,Home,1622.41479492,1661.17346191,-38.75866698999994
110,62,2000-10-01,Stuttgart,Wolfsburg,2,2,D,15.0,15.0,10.0,9.0,15.0,18.0,7.0,4.0,0.0,0.0,0.0,0.0,,,,,,Away,1643.71374512,1659.72094727,-16.007202149999785
111,62,2000-10-01,Wolfsburg,Stuttgart,2,2,D,15.0,15.0,9.0,10.0,18.0,15.0,4.0,7.0,0.0,0.0,0.0,0.0,,,,,,Home,1659.72094727,1643.71374512,16.007202149999785
