,week,day,Date,time,HomeTeam,home_xg,score,away_xg,AwayTeam,attendance,venue,Referee,match_report,notes,game_id,BbAv>2.5,BbAv<2.5,BbAvH,BbAvD,BbAvA,Venue
329,33,Sun,2024-04-21,,Torino,,,,Frosinone,,Stadio Olimpico di Torino,,,,,,,,,,Home
330,34,Sun,2024-04-28,,Atalanta,,,,Empoli,,Gewiss Stadium,,,,,,,,,,Home
331,34,Sun,2024-04-28,,Bologna,,,,Udinese,,Stadio Renato Dall'Ara,,,,,,,,,,Home
332,34,Sun,2024-04-28,,Fiorentina,,,,Sassuolo,,Stadio Artemio Franchi,,,,,,,,,,Home
333,34,Sun,2024-04-28,,Frosinone,,,,Salernitana,,Stadio Benito Stirpe,,,,,,,,,,Home
334,34,Sun,2024-04-28,,Genoa,,,,Cagliari,,Stadio Comunale Luigi Ferraris,,,,,,,,,,Home
335,34,Sun,2024-04-28,,Inter,,,,Torino,,Stadio Giuseppe Meazza,,,,,,,,,,Home
336,34,Sun,2024-04-28,,Juventus,,,,Milan,,Allianz Stadium,,,,,,,,,,Home
337,34,Sun,2024-04-28,,Lazio,,,,Hellas Verona,,Stadio Olimpico,,,,,,,,,,Home
338,34,Sun,2024-04-28,,Lecce,,,,Monza,,Stadio Comunale Via Del Mare,,,,,,,,,,Home
339,34,Sun,2024-04-28,,Napoli,,,,Roma,,Stadio Diego Armando Maradona,,,,,,,,,,Home
340,35,Sun,2024-05-05,,Cagliari,,,,Lecce,,Unipol Domus,,,,,,,,,,Home
341,35,Sun,2024-05-05,,Empoli,,,,Frosinone,,Stadio Carlo Castellani,,,,,,,,,,Home
342,35,Sun,2024-05-05,,Hellas Verona,,,,Fiorentina,,Stadio Marc'Antonio Bentegodi,,,,,,,,,,Home
343,35,Sun,2024-05-05,,Milan,,,,Genoa,,Stadio Giuseppe Meazza,,,,,,,,,,Home
344,35,Sun,2024-05-05,,Monza,,,,Lazio,,U-Power Stadium,,,,,,,,,,Home
345,35,Sun,2024-05-05,,Roma,,,,Juventus,,Stadio Olimpico,,,,,,,,,,Home
346,35,Sun,2024-05-05,,Salernitana,,,,Atalanta,,Stadio Arechi,,,,,,,,,,Home
347,35,Sun,2024-05-05,,Sassuolo,,,,Inter,,Mapei Stadium - Città del Tricolore,,,,,,,,,,Home
348,35,Sun,2024-05-05,,Torino,,,,Bologna,,Stadio Olimpico di Torino,,,,,,,,,,Home
349,35,Sun,2024-05-05,,Udinese,,,,Napoli,,Dacia Arena,,,,,,,,,,Home
350,36,Sun,2024-05-12,,Atalanta,,,,Roma,,Gewiss Stadium,,,,,,,,,,Home
351,36,Sun,2024-05-12,,Fiorentina,,,,Monza,,Stadio Artemio Franchi,,,,,,,,,,Home
352,36,Sun,2024-05-12,,Frosinone,,,,Inter,,Stadio Benito Stirpe,,,,,,,,,,Home
353,36,Sun,2024-05-12,,Genoa,,,,Sassuolo,,Stadio Comunale Luigi Ferraris,,,,,,,,,,Home
354,36,Sun,2024-05-12,,Hellas Verona,,,,Torino,,Stadio Marc'Antonio Bentegodi,,,,,,,,,,Home
355,36,Sun,2024-05-12,,Juventus,,,,Salernitana,,Allianz Stadium,,,,,,,,,,Home
356,36,Sun,2024-05-12,,Lazio,,,,Empoli,,Stadio Olimpico,,,,,,,,,,Home
357,36,Sun,2024-05-12,,Lecce,,,,Udinese,,Stadio Comunale Via Del Mare,,,,,,,,,,Home
358,36,Sun,2024-05-12,,Milan,,,,Cagliari,,Stadio Giuseppe Meazza,,,,,,,,,,Home
359,36,Sun,2024-05-12,,Napoli,,,,Bologna,,Stadio Diego Armando Maradona,,,,,,,,,,Home
360,37,Sun,2024-05-19,,Bologna,,,,Juventus,,Stadio Renato Dall'Ara,,,,,,,,,,Home
361,37,Sun,2024-05-19,,Fiorentina,,,,Napoli,,Stadio Artemio Franchi,,,,,,,,,,Home
362,37,Sun,2024-05-19,,Inter,,,,Lazio,,Stadio Giuseppe Meazza,,,,,,,,,,Home
363,37,Sun,2024-05-19,,Lecce,,,,Atalanta,,Stadio Comunale Via Del Mare,,,,,,,,,,Home
364,37,Sun,2024-05-19,,Monza,,,,Frosinone,,U-Power Stadium,,,,,,,,,,Home
365,37,Sun,2024-05-19,,Roma,,,,Genoa,,Stadio Olimpico,,,,,,,,,,Home
366,37,Sun,2024-05-19,,Salernitana,,,,Hellas Verona,,Stadio Arechi,,,,,,,,,,Home
367,37,Sun,2024-05-19,,Sassuolo,,,,Cagliari,,Mapei Stadium - Città del Tricolore,,,,,,,,,,Home
368,37,Sun,2024-05-19,,Torino,,,,Milan,,Stadio Olimpico di Torino,,,,,,,,,,Home
369,37,Sun,2024-05-19,,Udinese,,,,Empoli,,Dacia Arena,,,,,,,,,,Home
370,38,Sun,2024-05-26,,Atalanta,,,,Torino,,Gewiss Stadium,,,,,,,,,,Home
371,38,Sun,2024-05-26,,Cagliari,,,,Fiorentina,,Unipol Domus,,,,,,,,,,Home
372,38,Sun,2024-05-26,,Empoli,,,,Roma,,Stadio Carlo Castellani,,,,,,,,,,Home
373,38,Sun,2024-05-26,,Frosinone,,,,Udinese,,Stadio Benito Stirpe,,,,,,,,,,Home
374,38,Sun,2024-05-26,,Genoa,,,,Bologna,,Stadio Comunale Luigi Ferraris,,,,,,,,,,Home
375,38,Sun,2024-05-26,,Hellas Verona,,,,Inter,,Stadio Marc'Antonio Bentegodi,,,,,,,,,,Home
376,38,Sun,2024-05-26,,Juventus,,,,Monza,,Allianz Stadium,,,,,,,,,,Home
377,38,Sun,2024-05-26,,Lazio,,,,Sassuolo,,Stadio Olimpico,,,,,,,,,,Home
378,38,Sun,2024-05-26,,Milan,,,,Salernitana,,Stadio Giuseppe Meazza,,,,,,,,,,Home
379,38,Sun,2024-05-26,,Napoli,,,,Lecce,,Stadio Diego Armando Maradona,,,,,,,,,,Home
